count,max,warehouse_id,dst_office_id,office_name,pickup_latitude,pickup_longitude
332,2023-04-24,507,5323,МСК Люблинская 179/1,55.64467259,37.74850844
390,2023-04-24,507,108667,Подольск Чистова 9/7,55.421332,37.543278
120,2023-04-24,507,143149,МО п. Новосиньково 78,56.373698,37.323106
48,2023-04-24,507,203909,МО Коломна Октябрьской Революции 291В,55.090722,38.782094
710,2023-04-24,507,2080,МО Одинцово Северная 36,55.68231088,37.25160285
415,2023-04-24,507,3949,МСК Толбухина 7к1,55.719773,37.400464
682,2023-04-24,507,110129,МСК Лебедянская 14к2,55.586223,37.675842
325,2023-04-24,507,110917,МО Клин Мира 58/25,56.322617,36.730059
704,2023-04-24,507,109942,МСК Плещеева 7,55.887379,37.611596
697,2023-04-24,507,3679,МСК Митинская 57,55.85589062,37.35210822
508,2023-04-24,507,104959,МО Ивантеевка Трудовая 22,55.967148,37.938875
1075,2023-04-24,507,116975,МСК Лазоревый пр 3,55.849134,37.63645
106,2023-04-24,507,159748,МО Воскресенск Победы 26,55.324735,38.668449
74,2023-04-24,507,168216,МО Коломна Суворова 74,55.073901,38.789065
850,2023-04-24,507,109134,МСК Большая Черкизовская 30Б,55.800093,37.74119
193,2023-04-24,507,1618,МО Ногинск Декабристов 9,55.864793,38.439684
312,2023-04-24,507,172028,МО Ивантеевка Советский пр-кт 24,55.966594,37.907935
734,2023-04-24,507,6132,МСК Алтуфьевское шоссе 64,55.885014,37.587964
257,2023-04-24,507,3717,МО Егорьевск 6-й мкр 7А,55.380696,39.054232
723,2023-04-24,507,3229,МСК 1-й Щипковский пер 17,55.72358611,37.63172434
818,2023-04-24,507,106224,МО Люберцы 8 Марта 61,55.705546,37.893769
628,2023-04-24,507,4235,МО Котельники мкр Южный 8,55.64634597,37.8616379
139,2023-04-24,507,1980,МО Черноголовка Береговая 16,56.00005,38.375619
493,2023-04-24,507,107148,МСК Старокачаловская 3к2,55.569378,37.582933
397,2023-04-24,507,165928,МО Жуковский Королёва 6с1,55.609451,38.092954
624,2023-04-24,507,3659,МСК Аминьевское шоссе 14к1,55.713121,37.454241
552,2023-04-24,507,136940,МО с Павловская Слобода Октябрьская 1,55.813437,37.088042
203,2023-04-24,507,111216,МО Пушкино Боголюбская 3А,56.008984,37.835632
229,2023-04-24,507,3944,МО Одинцово Белорусская 3,55.663674,37.302389
502,2023-04-24,507,129539,МСК Ангарская 51к2,55.882059,37.526767
357,2023-04-24,507,106223,МО Зарайск 1 мкр. 8,54.756872,38.894568
380,2023-04-24,507,1839,Подольск Тепличная 7Б,55.468448,37.553168
710,2023-04-24,507,106821,МО Люберцы Камова 6к1,55.697163,37.957419
699,2023-04-24,507,2593,МСК Михайлова 28/7,55.72584451,37.77181685
1566,2023-04-24,507,5036,МСК Красногвардейский бульвар 7,55.7599,37.5433
680,2023-04-24,507,5843,МО Люберцы Кирова 51,55.6797902,37.88504398
187,2023-04-24,507,100735,МСК Люблинская 54/3,55.677693,37.73828
391,2023-04-24,507,108172,МСК Варшавское шоссе 59А,55.67568,37.626817
461,2023-04-24,507,124688,МО д Мисайлово Пригородное шоссе 3,55.557336,37.809492
197,2023-04-24,507,202893,МСК Братеевская 21к1,55.63320652,37.75208482
498,2023-04-24,507,125944,МСК Новохорошёвский пр 20,55.778441,37.493123
756,2023-04-24,507,101221,МСК Минусинская 8,55.873578,37.693191
495,2023-04-24,507,104766,МО Истра Ленина 4Б,55.906101,36.861071
381,2023-04-24,507,105218,МСК Пролетарский пр-кт 20к2,55.633375,37.657955
708,2023-04-24,507,100671,МСК Рождественская 14,55.70318,37.91865
431,2023-04-24,507,107156,МО Воскресенск Куйбышева 45В,55.31988,38.678714
374,2023-04-24,507,109279,МО Ивантеевка Новая Слобода 1,55.969059,37.913037
548,2023-04-24,507,2434,МО Бронницы Советская 155с1,55.41597627,38.28411039
392,2023-04-24,507,101372,МО с Верзилово Олимпийская 29к1,55.024128,38.092832
450,2023-04-24,507,3348,МО Королёв Тарасовская 25,55.945581,37.840102
367,2023-04-24,507,100236,МО Солнечногорск Банковская 15,56.188667,36.980689
358,2023-04-24,507,204246,МСК Конный пер 4,55.72140189,37.61383453
428,2023-04-24,507,107702,МО рп имени Цюрупы Рабочий городок 10А,55.494019,38.645791
504,2023-04-24,507,3602,МСК Дмитровское шоссе 38к1,55.84060046,37.57158046
1228,2023-04-24,507,125658,МО Домодедово Лунная 23к1,55.421278,37.759578
447,2023-04-24,507,110247,МО Раменское Стахановская 38,55.576773,38.241181
439,2023-04-24,507,105281,МО Одинцово Каштановая 12,55.654629,37.27244
464,2023-04-24,507,203345,МСК Севанская 21к3,55.62300977,37.64896202
428,2023-04-24,507,204652,МСК Паромная 9к4,55.636275,37.763459
83,2023-04-24,507,203875,МСК Богданова 2к1,55.65658,37.404797
447,2023-04-24,507,101003,МСК пр-кт Будённого 39к1,55.76420329,37.73456696
449,2023-04-24,507,2990,МСК 3-й Павловский пер 14,55.718306,37.63021
513,2023-04-24,507,1712,МСК пр Шокальского 61,55.883914,37.666854
423,2023-04-24,507,5180,МСК пр Шокальского 31к1,55.88164584,37.6494547
528,2023-04-24,507,102095,МСК Братиславская 26,55.653629,37.764417
529,2023-04-24,507,104150,МСК Покровская 16,55.70041,37.934496
582,2023-04-24,507,106811,МСК Маршала Савицкого 32,55.502872,37.602298
175,2023-04-24,507,108564,МО Ногинск Аэроклубная 9,55.841269,38.441859
472,2023-04-24,507,108030,МО Домодедово Текстильщиков 31,55.436156,37.734949
476,2023-04-24,507,108844,МО Раменское Десантная 14А,55.569206,38.207833
209,2023-04-24,507,2616,Балашиха Лукино 55А,55.83629507,37.93433463
313,2023-04-24,507,2394,МСК Зеленоград к834А,55.979902,37.1762
743,2023-04-24,507,110493,МСК пр-кт Мира 89,55.804668,37.63554
294,2023-04-24,507,5902,МО Видное Завидная 9,55.53889069,37.72728378
446,2023-04-24,507,3792,МСК Алтуфьевское шоссе 102Б,55.90413881,37.59128041
690,2023-04-24,507,111596,Химки Ивановская 1к2,55.905877,37.33064
46,2023-04-24,507,204390,МО с Узуново Почтовая 4А,54.54324,38.618287
158,2023-04-24,507,108928,МО Щёлково Неделина 25,55.946372,37.979428
246,2023-04-24,507,5506,МО Волоколамск Парковая 13А,56.02983728,35.95920337
648,2023-04-24,507,3039,МО Дзержинский Ленина 12,55.63439625,37.84420631
306,2023-04-24,507,203351,МСК Днепропетровская 25к1,55.621531,37.585583
286,2023-04-24,507,2003,МО Электросталь Октябрьская 18А,55.80057,38.458872
222,2023-04-24,507,110579,МО Щёлково Пролетарский пр-кт 25,55.931482,38.002736
481,2023-04-24,507,105733,МО Верея Советская площадь 2А,55.343301,36.186141
323,2023-04-24,507,107779,МО Краснозаводск Строителей 20,56.439608,38.238691
148,2023-04-24,507,3803,МО дач пос Лесной Городок Энергетиков 1,55.63693181,37.22126236
255,2023-04-24,507,112520,МО дач пос Загорянский Кооперативная вл1,55.926183,37.914496
399,2023-04-24,507,3646,МО Ликино-Дулёво Юбилейная 3,55.711892,38.954431
496,2023-04-24,507,204947,МСК Хвалынский бульвар 4к1,55.699177,37.851152
739,2023-04-24,507,3948,МСК Осенний бульвар 5к3,55.757195,37.405071
451,2023-04-24,507,106302,МО с Растуново Заря 3А,55.273953,37.832256
306,2023-04-24,507,106765,МО Куровское Коммунистическая 49,55.588564,38.912356
595,2023-04-24,507,108032,МСК Варшавское шоссе 131к5,55.604418,37.616343
496,2023-04-24,507,112137,МСК Лётчика Бабушкина 41,55.875994,37.677399
716,2023-04-24,507,202585,МО Мытищи Рождественская с8,55.91824253,37.75472099
502,2023-04-24,507,109790,МО Видное Берёзовая 13,55.539539,37.716968
430,2023-04-24,507,137519,МО рп Дрожжино территория Бутово Парк 2 19-21,55.522329,37.582214
536,2023-04-24,507,328,МСК Каргопольская 18с1,55.86448,37.593938
396,2023-04-24,507,101095,МСК Ленинский пр-кт 111к1,55.661565,37.51003
578,2023-04-24,507,5592,МО Долгопрудный пр-кт Пацаева 7к10,55.94758461,37.50043271
159,2023-04-24,507,1161,МО д Дергаево 1-я Ленинская 43А,55.58315,38.242209
34,2023-04-24,507,204992,"Москва, Москва, улица Коминтерна, 13/4",55.86503291,37.68030747
163,2023-04-24,507,204459,МО пос Новые Дома Носовихинское ш. 3,55.714937,38.463633
747,2023-04-24,507,106087,МСК 5-й квартал Капотни 20,55.631138,37.79947
395,2023-04-24,507,106293,Балашиха Керамическая 29,55.750189,37.972083
871,2023-04-24,507,110908,Подольск Октябрьская площадь 2А,55.375458,37.53744
895,2023-04-24,507,111883,МО рп Боброво Крымская 19к1,55.529217,37.61489
176,2023-04-24,507,203349,МО Балашиха Автозаводская 8А,55.739985,38.01054
710,2023-04-24,507,2064,МСК Белореченская 45к1,55.662095,37.774939
842,2023-04-24,507,102842,МСК Зеленоград к1444,55.985922,37.151355
558,2023-04-24,507,104719,МО Мытищи Юбилейная 4,55.916455,37.71999
498,2023-04-24,507,3928,МО Чехов Центральная 41,55.15974171,37.48392517
481,2023-04-24,507,104920,МСК Академика Бочвара 4А,55.80684,37.459952
283,2023-04-24,507,2713,МО Дмитров Оборонная 21к2,56.3508,37.534081
750,2023-04-24,507,2592,МСК Будайский пр 1,55.83477,37.664941
886,2023-04-24,507,106417,МСК Мнёвники 10к1,55.773525,37.493189
765,2023-04-24,507,100738,МСК Украинский бульвар 5,55.748252,37.566417
455,2023-04-24,507,203649,МСК Ленинградское шоссе 94к3,55.856351,37.471354
207,2023-04-24,507,171462,МО Лобня Свободный пр 7,56.025598,37.490488
626,2023-04-24,507,111527,МСК Малахитовая 8к3,55.829904,37.662393
600,2023-04-24,507,3913,МСК Большая Филёвская 43,55.74094903,37.47445437
314,2023-04-24,507,103707,МО Электросталь Ялагина 26,55.767726,38.420122
463,2023-04-24,507,105744,МСК Ярославское шоссе 22к2,55.856191,37.6852
417,2023-04-24,507,3920,МО пос Биокомбината 6,55.9154667,38.11187364
495,2023-04-24,507,131683,МСК Корнейчука 53,55.892324,37.626343
199,2023-04-24,507,204235,МСК Столетова 19,55.702946,37.49778
435,2023-04-24,507,2487,МСК Зеленоград к406,55.998335,37.210051
536,2023-04-24,507,1669,МО Долгопрудный Спортивная 9,55.94138877,37.49646046
563,2023-04-24,507,3072,МО рп Томилино Гаршина 3,55.66289899,37.95466825
675,2023-04-24,507,1957,МО Лобня Физкультурная 4,56.007166,37.45027
701,2023-04-24,507,4241,МСК Батайский пр 55,55.64391647,37.74067762
275,2023-04-24,507,105570,МО с Успенское 35,55.714133,37.068423
802,2023-04-24,507,106098,МСК Коктебельская 4к1,55.565984,37.586329
639,2023-04-24,507,106208,МСК Хабаровская 7/50,55.817008,37.826229
359,2023-04-24,507,107424,МО пос Сосновый Бор Объездная Дорога 2,55.392065,37.562879
265,2023-04-24,507,204016,МСК Ангарская 37/18,55.879016,37.523609
445,2023-04-24,507,113030,Подольск Батырева 4/3,55.419997,37.583545
456,2023-04-24,507,203450,МСК Обручева 5А,55.661841,37.516009
425,2023-04-24,507,111064,МСК Пятницкое шоссе 47,55.858999,37.347089
338,2023-04-24,507,110358,МО Белоозёрский Юбилейная 5,55.455536,38.438968
167,2023-04-24,507,110480,МО с Рождествено Сиреневый бульвар 18,55.862831,37.048628
303,2023-04-24,507,107523,Балашиха Евстафьева 1/9,55.790476,37.9323
733,2023-04-24,507,128384,МСК Феодосийская 7к4,55.560559,37.579477
413,2023-04-24,507,104699,МО Жуковский Гудкова 20,55.603456,38.083528
307,2023-04-24,507,203383,МСК Электрозаводская 35с1,55.7937685,37.70802182
122,2023-04-24,507,206064,МСК Рудневой 11,55.865389,37.676852
555,2023-04-24,507,204518,МО Пушкино Просвещения 6к2,56.023892,37.859785
674,2023-04-24,507,1588,МСК Шипиловская 48к2А,55.62058736,37.73535346
677,2023-04-24,507,4240,МСК Исаковского 33к1,55.80524132,37.41877116
321,2023-04-24,507,127950,МО  Тарасовка Центральная 11,55.964277,37.849142
405,2023-04-24,507,5514,Подольск Школьная 37,55.36601959,37.50643942
427,2023-04-24,507,109148,МСК Алабяна 12к1,55.798863,37.501262
653,2023-04-24,507,529,МО Ступино Андропова 69,54.887258,38.06276
920,2023-04-24,507,3666,МСК Красного Маяка 15Ас2,55.607951,37.580175
329,2023-04-24,507,2895,МО рп Серебряные Пруды Советская 7,54.47370493,38.72537673
513,2023-04-24,507,111906,МСК Ягодная 8к1,55.576368,37.673263
380,2023-04-24,507,1987,МО Ступино Первомайская 18,54.897035,38.084429
603,2023-04-24,507,3645,МСК 7-я Парковая 3/9,55.79149286,37.79391189
268,2023-04-24,507,102899,МО Лосино-Петровский Октябрьская 8,55.869077,38.19947
525,2023-04-24,507,107921,МСК Чонгарский бульвар 26Ак1,55.654542,37.601188
381,2023-04-24,507,110210,МСК Генерала Белова 28к2,55.603847,37.724356
735,2023-04-24,507,125794,МСК Новорогожская 6с1,55.741461,37.682229
74,2023-04-24,507,201268,МО Ступино Гоголя 15,54.890246,38.091541
185,2023-04-24,507,204965,"Московская область, посёлок ВНИИССОК, улица Дружбы, 17",55.658048,37.197206
584,2023-04-24,507,106737,МО Пушкино Чехова 1к1,56.009331,37.855871
703,2023-04-24,507,4238,МО Королёв пр Макаренко 1,55.91611636,37.86210428
555,2023-04-24,507,6131,МСК Зелёный пр-кт 34,55.753377,37.802009
644,2023-04-24,507,3533,МСК Академика Павлова 50,55.74679023,37.40901288
324,2023-04-24,507,110159,МО Лосино-Петровский Первомайская 15,55.873395,38.205209
510,2023-04-24,507,109933,МСК Академика Ильюшина 12,55.805719,37.545451
636,2023-04-24,507,107912,Подольск Рязановское шоссе 19,55.472652,37.548979
463,2023-04-24,507,103730,МО Серпухов Водонапорная 38,54.919166,37.43523
285,2023-04-24,507,206200,МО рп Боброво Крымская 1,55.538397,37.614141
576,2023-04-24,507,109213,МО Королёв Космонавта Стрекалова 2,55.924664,37.821108
27,2023-04-24,507,203943,МО пос Колычёво 35,55.467436,36.001005
479,2023-04-24,507,2482,МО Истра пр-кт Генерала Белобородова 16,55.912158,36.881349
911,2023-04-24,507,6010,МСК Маршала Бирюзова 3,55.79037736,37.49873772
781,2023-04-24,507,592,МСК Сормовская 6,55.71074286,37.8118262
572,2023-04-24,507,2930,МСК Ясеневая 10к1,55.60041398,37.72053236
503,2023-04-24,507,5518,МО Мытищи Новомытищинский пр-кт 49к1,55.89952089,37.72097176
253,2023-04-24,507,107927,МСК Саларьевская 16к5,55.619059,37.407907
328,2023-04-24,507,126919,Балашиха Спортивная 7,55.816283,37.965634
953,2023-04-24,507,107441,МСК Шелепихинская наб 22,55.757696,37.518227
887,2023-04-24,507,403,МО Королёв Горького 14Г,55.91239981,37.87016882
452,2023-04-24,507,3147,МО Дедовск Гвардейская 12,55.86556534,37.11498324
279,2023-04-24,507,128896,МСК Лукинская 9,55.643682,37.338367
167,2023-04-24,507,202457,МСК Новорязанская 30,55.77156529,37.66785534
403,2023-04-24,507,6005,МСК Дубнинская 50,55.89371393,37.55860549
825,2023-04-24,507,5630,МСК д Горчаково Школьная 1А,55.52077846,37.21687172
301,2023-04-24,507,205359,"Московская область, деревня Сапроново, квартал Северный, 17",55.534377,37.72148
252,2023-04-24,507,104989,МСК Производственная 12к1,55.64428,37.388464
728,2023-04-24,507,2106,МСК Москворечье 31к1,55.64547241,37.659843
261,2023-04-24,507,155752,г МСК Красноярская Улица 1к1,55.816389,37.833434
66,2023-04-24,507,172010,МСК Щорса 15,55.644059,37.405633
409,2023-04-24,507,4195,МО Орехово-Зуево Лесной проезд 1,55.81675886,38.98783156
1287,2023-04-24,507,1106,МСК Мироновская 25,55.78789573,37.73198558
479,2023-04-24,507,108943,МО Чехов  рп Столбовая Привокзальная площадь 4,55.248392,37.493998
349,2023-04-24,507,205055,"Москва, Москва, улица Крылатские Холмы, 29",55.756619,37.417446
481,2023-04-24,507,2997,Подольск Бородинский бульвар 7,55.396135,37.565255
192,2023-04-24,507,103069,МО Ногинск Воздушных Десантников 1,55.850969,38.438063
269,2023-04-24,507,111673,МО п. Развилка Проективный пр-д 46А,55.591168,37.760567
448,2023-04-24,507,113844,МСК Юрловский пр 14к2,55.878011,37.611016
505,2023-04-24,507,2103,МСК Родионовская 18к1,55.89242464,37.38489027
202,2023-04-24,507,3209,МО Наро-Фоминск Ленина 32,55.374718,36.725842
832,2023-04-24,507,104607,МСК Новоясеневский пр-кт 9,55.608638,37.535334
598,2023-04-24,507,104656,Балашиха Кольцевая 14,55.820129,37.879993
365,2023-04-24,507,107992,МСК Лукинская 4,55.651659,37.34351
854,2023-04-24,507,112473,МО Котельники Сосновая 1к3,55.670716,37.855527
252,2023-04-24,507,114037,МО пос Власиха Маршала Жукова 15,55.678379,37.188384
487,2023-04-24,507,114075,МСК Парусный пр 6,55.847346,37.450476
217,2023-04-24,507,150127,Подольск Курская 4А,55.428056,37.561023
648,2023-04-24,507,5747,МСК Красного Маяка 22к1,55.613,37.5789
619,2023-04-24,507,106320,МСК Щербинка Почтовая 6,55.512613,37.568218
74,2023-04-24,507,153390,МСК Можайское шоссе 44,55.717923,37.410031
634,2023-04-24,507,558,МО Звенигород к8,55.74323993,36.87897949
568,2023-04-24,507,6037,МО рп Нахабино Королёва 9,55.852612,37.190666
670,2023-04-24,507,125,МСК Кустанайская 6,55.6196165,37.75271763
395,2023-04-24,507,125187,МО Люберцы Юбилейная 26,55.672511,37.867677
634,2023-04-24,507,155426,МСК Мичуринский пр-кт 16,55.702379,37.503872
337,2023-04-24,507,131914,МСК Рогачёвский пер 4к1,55.86781,37.5529
218,2023-04-24,507,1840,МО Наро-Фоминск Курзенкова 18,55.3867613,36.74792832
499,2023-04-24,507,5091,МО Чехов Вишнёвый бульвар 3/1,55.14624713,37.48841134
722,2023-04-24,507,111119,МСК Щёлковское шоссе 87к1,55.81254,37.820462
444,2023-04-24,507,105600,МСК Руднёвка 4,55.715986,37.88832
711,2023-04-24,507,2265,МО Воскресенск Менделеева 13,55.32382271,38.6611457
284,2023-04-24,507,3713,МО Электросталь пр-кт Ленина 20,55.79613093,38.43908847
197,2023-04-24,507,160837,МО Лыткарино квартал 3А 24,55.587839,37.90757
137,2023-04-24,507,206061,МО рп Андреевка 2Б,55.976613,37.139746
226,2023-04-24,507,108912,МО Раменское Михалевича 68,55.561507,38.246767
1080,2023-04-24,507,153148,МО рп Нахабино Школьная 2,55.841812,37.145804
253,2023-04-24,507,204580,МСК Юровская 95к1,55.899981,37.378198
228,2023-04-24,507,205626,МСК 6-й Новоподмосковный пер 7,55.82420686,37.51233339
380,2023-04-24,507,101617,Подольск Октябрьский пр-кт 9,55.423784,37.50524
574,2023-04-24,507,111402,МСК Бойцовая 17к1,55.811778,37.718378
268,2023-04-24,507,110583,МО Одинцово Можайское шоссе 9,55.670181,37.259093
131,2023-04-24,507,111429,МСК Лётчика Грицевца 8,55.622292,37.306727
363,2023-04-24,507,1950,МО Апрелевка Октябрьская 14,55.54802739,37.07112545
707,2023-04-24,507,5810,МСК Вильнюсская 8к2,55.60411513,37.51852838
341,2023-04-24,507,6100,МО Старая Купавна Кирова 21,55.80160355,38.18319417
443,2023-04-24,507,110275,МСК Ивана Сусанина 4к5,55.866871,37.528357
400,2023-04-24,507,111275,МО Балашиха Калинина 6,55.740095,38.028131
1001,2023-04-24,507,111449,МСК 1-й Нагатинский пр 11к2,55.677584,37.633713
437,2023-04-24,507,153142,МО д Чёрная Широкая 5А,55.840632,37.132674
419,2023-04-24,507,118688,МО д Путилково Томаровича 1,55.858599,37.392763
273,2023-04-24,507,6014,МО Орехово-Зуево Бугрова 8А,55.80176043,38.99469948
550,2023-04-24,507,109417,Балашиха пр-кт Героев 10,55.740021,38.001642
479,2023-04-24,507,5348,МСК Барклая 13с1,55.74522843,37.49526909
663,2023-04-24,507,5516,МСК пос Рублёво Обводное шоссе 5,55.78417051,37.35857338
217,2023-04-24,507,143176,МО Щёлково Жуковского 2В,55.908498,38.057093
187,2023-04-24,507,104505,МО Павловский Посад Корневская 11,55.779587,38.70673
372,2023-04-24,507,1502,МСК Генерала Белобородова 35/2,55.83069152,37.35691028
620,2023-04-24,507,2799,МО Хотьково Черняховского 6,56.255673,37.968706
611,2023-04-24,507,106914,МСК Ивана Бабушкина 20,55.683786,37.558822
1093,2023-04-24,507,146319,МСК Ясеневая 12к5,55.602711,37.732866
317,2023-04-24,507,2420,МСК Стромынка 15,55.79449,37.695679
341,2023-04-24,507,1246,МСК Зеленоград к1805,55.979032,37.16259
508,2023-04-24,507,101787,МСК Зеленоград к514,55.997493,37.236042
300,2023-04-24,507,2176,МО Электросталь Ялагина 5,55.768324,38.43088
448,2023-04-24,507,2776,МО Мытищи Лётная 21/1,55.90989153,37.7245
469,2023-04-24,507,107803,МО рп Вербилки Войлокова 1,56.526803,37.602793
1981,2023-04-24,507,2528,МСК Новомарьинская 4,55.65116671,37.74857277
477,2023-04-24,507,5452,МСК 5-я Парковая 33,55.7979156,37.78781648
146,2023-04-24,507,109311,МО Егорьевск Советская 191,55.375337,39.048227
137,2023-04-24,507,161056,МО Ивантеевка Трудовая 25,55.965562,37.940633
126,2023-04-24,507,172024,МО Звенигород Нахабинское шоссе 7А,55.742591,36.856672
172,2023-04-24,507,203446,МСК Голубинская 3к1,55.608516,37.513772
282,2023-04-24,507,2986,МО Ногинск Юбилейная 18,55.838233,38.406635
712,2023-04-24,507,1493,МО Котельники Кузьминская 15,55.66753055,37.8631499
453,2023-04-24,507,2282,МСК Луговой пр 9к1,55.64621854,37.75390058
641,2023-04-24,507,109188,МСК Нахимовский пр-кт 11к2,55.663393,37.605747
461,2023-04-24,507,113815,МСК Бориса Пастернака 45к2,55.638725,37.308097
581,2023-04-24,507,2917,МО Жуковский Гагарина 2,55.598477,38.112468
141,2023-04-24,507,154847,МО д Улитино 137,55.752572,38.734044
605,2023-04-24,507,104570,МСК Авиаконструктора Миля 3,55.687981,37.852555
418,2023-04-24,507,204194,МО пос Отрадное Пятницкая 16,55.871839,37.315235
503,2023-04-24,507,105920,МО Королёв Советская 35,55.943909,37.868456
220,2023-04-24,507,204917,МСК Скульптора Мухиной 3,55.641971,37.347308
436,2023-04-24,507,123628,МСК Туристская 25к5,55.854648,37.415277
413,2023-04-24,507,113618,МСК Боровское шоссе 27,55.644901,37.3652
486,2023-04-24,507,100786,МО Солнечногорск Вертлинская 1,56.196059,36.96663
473,2023-04-24,507,989,МО Люберцы Октябрьский пр-кт 145,55.68078399,37.89147827
787,2023-04-24,507,106248,МО Долгопрудный Московское шоссе 59к1,55.950387,37.51054
538,2023-04-24,507,107605,МСК Ленская 28,55.868704,37.655997
480,2023-04-24,507,111517,МО Пушкино Кузнецкий Мост 11А,55.996555,37.822444
716,2023-04-24,507,2249,МО Красногорск Лесная 14,55.836131,37.319354
711,2023-04-24,507,1714,МО Мытищи 3-я Крестьянская с23,55.89250967,37.71413366
691,2023-04-24,507,108783,МСК Лермонтовский пр-кт 2к1,55.704203,37.844733
398,2023-04-24,507,204038,МО рп Нахабино Чкалова 1,55.839613,37.183183
316,2023-04-24,507,204014,МСК Петрозаводская 9к1,55.865192,37.496291
928,2023-04-24,507,106403,МО Фрязино пр-кт Мира 17,55.956504,38.058526
251,2023-04-24,507,109114,МО Дмитров Архитектора В.В. Белоброва 9,56.37231,37.533009
323,2023-04-24,507,108870,МО Хотьково Академика Королёва 9,56.256312,37.983039
322,2023-04-24,507,1107,МСК Ярославское шоссе 130к1,55.873238,37.715659
822,2023-04-24,507,100812,МСК 1-я Квесисская 9,55.793607,37.580106
263,2023-04-24,507,102450,МО Орехово-Зуево Гагарина 10,55.803272,38.963948
550,2023-04-24,507,103256,МСК Маршала Захарова 5,55.622519,37.705342
510,2023-04-24,507,106169,МСК Столетова 9,55.703842,37.501124
859,2023-04-24,507,106766,МСК Каширское шоссе 65к2,55.599787,37.726251
623,2023-04-24,507,5576,МО Королёв Академика Легостаева 4,55.904997,37.86212
630,2023-04-24,507,111602,Химки Совхозная 17к2,55.899121,37.472681
260,2023-04-24,507,1394,МСК Можайское шоссе 45к1,55.716105,37.406689
859,2023-04-24,507,2205,МО Жуковский Гагарина 85Б,55.60951853,38.07629851
744,2023-04-24,507,6108,МСК Ленинский пр-кт 52,55.698716,37.562443
500,2023-04-24,507,4160,МО Ступино Куйбышева 5,54.880375,38.070422
461,2023-04-24,507,720,МСК Ясный пр 19с2,55.876168,37.618255
674,2023-04-24,507,3195,МСК Ставропольская 23с1,55.68187766,37.7618859
390,2023-04-24,507,3353,МСК Лухмановская 24,55.72098783,37.90217026
1331,2023-04-24,507,5307,МСК 3-я Фрунзенская 10,55.72141633,37.57835813
641,2023-04-24,507,105971,МО пос Володарского Текстильная 2,55.502599,37.945131
398,2023-04-24,507,2919,Химки Зои Космодемьянской 4,55.88407889,37.45127314
295,2023-04-24,507,1573,МО Озёры Ленина 26,54.852677,38.55668
596,2023-04-24,507,2445,МСК Жулебинский бульвар 36к3,55.683833,37.849257
345,2023-04-24,507,4188,Балашиха Московская 10,55.74610262,38.03070486
216,2023-04-24,507,101882,МСК Беловежская 13,55.712973,37.398022
182,2023-04-24,507,204727,"Московская область, Подольск, проспект Ленина, 71",55.437309,37.554628
140,2023-04-24,507,204589,МСК Изюмская 37к2,55.55115334,37.57050453
419,2023-04-24,507,6102,МО Люберцы Октябрьский пр-кт 296,55.66980846,37.90598529
404,2023-04-24,507,102072,МО Ступино Пушкина 24к1,54.884687,38.08557
906,2023-04-24,507,3212,МО Красногорск бульвар Космонавтов 4,55.83449362,37.2744526
263,2023-04-24,507,5524,МО Шатура Школьная 17,55.581818,39.529293
337,2023-04-24,507,102169,МСК Варшавское шоссе 18к2,55.691182,37.619988
799,2023-04-24,507,103941,МСК Уральская 17,55.820215,37.797512
716,2023-04-24,507,106771,МСК Шаболовка 50,55.713985,37.60651
235,2023-04-24,507,108933,МО Балашиха мкр Дзержинского 5,55.779821,37.896397
568,2023-04-24,507,168191,МО рп Лесной Улица Пушкина 2с1,56.08115,37.928111
106,2023-04-24,507,172032,МСК Скобелевская 23к4,55.548294,37.55946
659,2023-04-24,507,3795,МО Королёв Октябрьский бульвар 22,55.91694172,37.84265355
237,2023-04-24,507,204602,МСК Седова 13к1,55.851844,37.638288
392,2023-04-24,507,1849,МО Одинцово Кутузовская 23,55.70612922,37.32774758
457,2023-04-24,507,5012,МО Одинцово Можайское шоссе 38Г,55.67757752,37.28569318
338,2023-04-24,507,3649,МО Красногорск Карбышева 17А,55.83937,37.303749
1041,2023-04-24,507,104735,МСК Голубинская 32/2,55.594476,37.545297
435,2023-04-24,507,203326,МСК Новоясеневский пр-кт 16к1,55.608134,37.521327
156,2023-04-24,507,125909,МО рп Обухово Ленина 34А,55.833882,38.261183
626,2023-04-24,507,130961,МСК Остафьевская 10,55.531342,37.501336
346,2023-04-24,507,3265,МО рп Монино Маршала Красовского 12А,55.8430719,38.19632273
556,2023-04-24,507,5964,МО рп Селятино Госпитальная 10,55.51167575,36.9737658
499,2023-04-24,507,2579,МСК Кржижановского 23к2,55.678209,37.578531
443,2023-04-24,507,3629,МО Электросталь пр-кт Ленина 1В,55.80587183,38.43578143
596,2023-04-24,507,5797,МСК бульвар Академика Ландау 1,55.920391,37.549906
707,2023-04-24,507,100252,МО Солнечногорск  Обуховская 50Б,56.175075,36.952083
670,2023-04-24,507,132141,МСК Абельмановская 7,55.736472,37.67197
384,2023-04-24,507,160832,МСК Троицк Академическая площадь 4,55.485782,37.308125
556,2023-04-24,507,2830,МО Жуковский Солнечная 7,55.60401,38.08829
846,2023-04-24,507,105949,МСК Псковская 9к1,55.906024,37.552088
668,2023-04-24,507,111354,МО Яхрома Конярова 5,56.288021,37.482517
544,2023-04-24,507,212,МСК Генерала Кузнецова 14к1,55.69007969,37.8585303
